,STATION,NAME,DATE,LATITUDE,LONGITUDE,EMNT
41,USC00049111,"TWITCHELL DAM, CA US",2018,34.988,-120.3211,-1.7
42,USC00049111,"TWITCHELL DAM, CA US",2019,34.988,-120.3211,-2.2
77,USC00049152,"U C L A, CA US",2014,34.0697,-118.4427,6.7
78,USC00049152,"U C L A, CA US",2015,34.0697,-118.4427,4.4
79,USC00049152,"U C L A, CA US",2016,34.0697,-118.4427,5.6
80,USC00049152,"U C L A, CA US",2017,34.0697,-118.4427,5.0
81,USC00049152,"U C L A, CA US",2018,34.0697,-118.4427,5.0
82,USC00049152,"U C L A, CA US",2019,34.0697,-118.4427,5.0
5,USC00049219,"VALLEJO, CA US",2017,38.1,-122.1869,0.0
6,USC00049219,"VALLEJO, CA US",2018,38.1,-122.1869,-1.1
0,USC00049226,"VALLEY CENTER 1 N, CA US",2017,33.22157,-117.03817,-4.4
1,USC00049226,"VALLEY CENTER 1 N, CA US",2018,33.22157,-117.03817,-4.4
2,USC00049226,"VALLEY CENTER 1 N, CA US",2019,33.22157,-117.03817,-5.0
1,USC00049298,"VERDI 2 W, CA US",2014,39.5214,-120.0269,-15.0
2,USC00049298,"VERDI 2 W, CA US",2015,39.5214,-120.0269,-14.4
3,USC00049298,"VERDI 2 W, CA US",2016,39.5214,-120.0269,-16.7
4,USC00049298,"VERDI 2 W, CA US",2017,39.5214,-120.0269,-14.4
5,USC00049298,"VERDI 2 W, CA US",2018,39.5214,-120.0269,-17.2
6,USC00049298,"VERDI 2 W, CA US",2019,39.5214,-120.0269,-13.9
73,USC00049325,"VICTORVILLE, CA US",2014,34.52918,-117.29288000000001,-4.4
74,USC00049325,"VICTORVILLE, CA US",2015,34.52918,-117.29288000000001,-7.8
75,USC00049325,"VICTORVILLE, CA US",2016,34.52918,-117.29288000000001,-7.8
76,USC00049325,"VICTORVILLE, CA US",2017,34.52918,-117.29288000000001,-5.6
77,USC00049325,"VICTORVILLE, CA US",2018,34.52918,-117.29288000000001,-6.7
78,USC00049325,"VICTORVILLE, CA US",2019,34.52918,-117.29288000000001,-5.6
65,USC00049351,"VINTON, CA US",2017,39.8056,-120.1858,-11.7
44,USC00049378,"VISTA, CA US",2014,33.2354,-117.2322,1.1
45,USC00049378,"VISTA, CA US",2015,33.2354,-117.2322,-0.6
46,USC00049378,"VISTA, CA US",2016,33.2354,-117.2322,0.0
47,USC00049378,"VISTA, CA US",2017,33.2354,-117.2322,2.2
48,USC00049378,"VISTA, CA US",2018,33.2354,-117.2322,-1.7
49,USC00049378,"VISTA, CA US",2019,33.2354,-117.2322,0.6
111,USC00049452,"WASCO, CA US",2018,35.5892,-119.352,-1.7
92,USC00049473,"WATSONVILLE WATERWORKS, CA US",2014,36.9308,-121.7691,1.1
93,USC00049473,"WATSONVILLE WATERWORKS, CA US",2015,36.9308,-121.7691,-0.6
94,USC00049473,"WATSONVILLE WATERWORKS, CA US",2016,36.9308,-121.7691,-1.1
95,USC00049473,"WATSONVILLE WATERWORKS, CA US",2017,36.9308,-121.7691,-0.6
96,USC00049473,"WATSONVILLE WATERWORKS, CA US",2018,36.9308,-121.7691,-1.1
97,USC00049473,"WATSONVILLE WATERWORKS, CA US",2019,36.9308,-121.7691,-1.1
88,USC00049490,"WEAVERVILLE, CA US",2014,40.7367,-122.9404,-8.9
89,USC00049490,"WEAVERVILLE, CA US",2015,40.7367,-122.9404,-10.6
90,USC00049490,"WEAVERVILLE, CA US",2016,40.7367,-122.9404,-7.2
91,USC00049490,"WEAVERVILLE, CA US",2017,40.7367,-122.9404,-6.7
92,USC00049490,"WEAVERVILLE, CA US",2018,40.7367,-122.9404,-8.9
47,USC00049621,"WHISKEYTOWN RESERVOIR, CA US",2015,40.6116,-122.52799999999999,-2.2
49,USC00049621,"WHISKEYTOWN RESERVOIR, CA US",2017,40.6116,-122.52799999999999,-3.9
103,USC00049699,"WILLOWS 6 W, CA US",2014,39.52316,-122.3048,-2.2
105,USC00049699,"WILLOWS 6 W, CA US",2016,39.52316,-122.3048,-2.2
106,USC00049699,"WILLOWS 6 W, CA US",2017,39.52316,-122.3048,-1.7
107,USC00049699,"WILLOWS 6 W, CA US",2018,39.52316,-122.3048,-2.2
108,USC00049699,"WILLOWS 6 W, CA US",2019,39.52316,-122.3048,-1.7
73,USC00049742,"WINTERS, CA US",2014,38.5252,-121.9777,-1.1
74,USC00049742,"WINTERS, CA US",2015,38.5252,-121.9777,-3.9
75,USC00049742,"WINTERS, CA US",2016,38.5252,-121.9777,-3.3
76,USC00049742,"WINTERS, CA US",2017,38.5252,-121.9777,-2.8
77,USC00049742,"WINTERS, CA US",2018,38.5252,-121.9777,-2.2
78,USC00049742,"WINTERS, CA US",2019,38.5252,-121.9777,-2.2
64,USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2014,34.1819,-118.5744,-0.6
65,USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2015,34.1819,-118.5744,-2.8
66,USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2016,34.1819,-118.5744,0.6
68,USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2018,34.1819,-118.5744,-0.6
69,USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2019,34.1819,-118.5744,-1.1
96,USC00049781,"WOODLAND 1 WNW, CA US",2014,38.6829,-121.794,0.0
97,USC00049781,"WOODLAND 1 WNW, CA US",2016,38.6829,-121.794,-1.7
98,USC00049781,"WOODLAND 1 WNW, CA US",2017,38.6829,-121.794,-2.8
99,USC00049781,"WOODLAND 1 WNW, CA US",2018,38.6829,-121.794,-2.2
103,USC00049866,"YREKA, CA US",2014,41.70303,-122.64132,-8.9
104,USC00049866,"YREKA, CA US",2015,41.70303,-122.64132,-10.6
105,USC00049866,"YREKA, CA US",2016,41.70303,-122.64132,-10.0
106,USC00049866,"YREKA, CA US",2017,41.70303,-122.64132,-20.0
107,USC00049866,"YREKA, CA US",2018,41.70303,-122.64132,-8.9
108,USC00049866,"YREKA, CA US",2019,41.70303,-122.64132,-10.0
92,USC00049855,"YOSEMITE PARK HEADQUARTERS, CA US",2017,37.75027,-119.58972,-7.2
3,USC00049884,"YUCCA MESA, CA US",2014,34.2182,-116.4073,-2.8
4,USC00049884,"YUCCA MESA, CA US",2015,34.2182,-116.4073,-3.3
7,USC00049884,"YUCCA MESA, CA US",2019,34.2182,-116.4073,-3.9
3,USC00049888,"YUCCA VALLEY, CA US",2014,34.1294,-116.3879,-4.4
4,USC00049888,"YUCCA VALLEY, CA US",2015,34.1294,-116.3879,-5.6
5,USC00049888,"YUCCA VALLEY, CA US",2016,34.1294,-116.3879,-4.4
6,USC00049888,"YUCCA VALLEY, CA US",2017,34.1294,-116.3879,-3.3
7,USC00049888,"YUCCA VALLEY, CA US",2018,34.1294,-116.3879,-6.1
8,USC00049888,"YUCCA VALLEY, CA US",2019,34.1294,-116.3879,-7.2
58,USC00050109,"AKRON 4 E, CO US",2014,40.15507,-103.1418,-32.8
59,USC00050109,"AKRON 4 E, CO US",2015,40.15507,-103.1418,-23.9
60,USC00050109,"AKRON 4 E, CO US",2016,40.15507,-103.1418,-26.1
61,USC00050109,"AKRON 4 E, CO US",2017,40.15507,-103.1418,-25.6
63,USC00050109,"AKRON 4 E, CO US",2019,40.15507,-103.1418,-26.1
9,USC00050128,"ALAMOSA 1 E, CO US",2014,37.4702,-105.8569,-25.0
10,USC00050128,"ALAMOSA 1 E, CO US",2015,37.4702,-105.8569,-21.7
11,USC00050128,"ALAMOSA 1 E, CO US",2016,37.4702,-105.8569,-30.6
12,USC00050128,"ALAMOSA 1 E, CO US",2017,37.4702,-105.8569,-32.8
13,USC00050128,"ALAMOSA 1 E, CO US",2018,37.4702,-105.8569,-25.0
14,USC00050128,"ALAMOSA 1 E, CO US",2019,37.4702,-105.8569,-30.6
66,USC00050214,"ALTENBERN, CO US",2014,39.4992,-108.3809,-21.1
67,USC00050214,"ALTENBERN, CO US",2015,39.4992,-108.3809,-23.3
68,USC00050214,"ALTENBERN, CO US",2016,39.4992,-108.3809,-22.2
69,USC00050214,"ALTENBERN, CO US",2017,39.4992,-108.3809,-21.1
70,USC00050214,"ALTENBERN, CO US",2018,39.4992,-108.3809,-18.9
71,USC00050214,"ALTENBERN, CO US",2019,39.4992,-108.3809,-21.7
53,USC00050263,"ANTERO RESERVOIR, CO US",2016,38.99305,-105.89145,-42.8
54,USC00050263,"ANTERO RESERVOIR, CO US",2017,38.99305,-105.89145,-40.0
55,USC00050263,"ANTERO RESERVOIR, CO US",2018,38.99305,-105.89145,-31.1
56,USC00050263,"ANTERO RESERVOIR, CO US",2019,38.99305,-105.89145,-44.4
11,USC00050306,"ARAPAHOE 12 S, CO US",2015,38.6841,-102.1614,-20.0
13,USC00050306,"ARAPAHOE 12 S, CO US",2017,38.6841,-102.1614,-18.9
14,USC00050306,"ARAPAHOE 12 S, CO US",2018,38.6841,-102.1614,-22.2
15,USC00050306,"ARAPAHOE 12 S, CO US",2019,38.6841,-102.1614,-20.6
28,USC00050372,"ASPEN 1 SW, CO US",2014,39.1852,-106.838,-22.2
29,USC00050372,"ASPEN 1 SW, CO US",2015,39.1852,-106.838,-22.8
30,USC00050372,"ASPEN 1 SW, CO US",2016,39.1852,-106.838,-23.9
31,USC00050372,"ASPEN 1 SW, CO US",2017,39.1852,-106.838,-21.7
32,USC00050372,"ASPEN 1 SW, CO US",2018,39.1852,-106.838,-19.4
68,USC00050454,"BAILEY, CO US",2014,39.4052,-105.4765,-32.8
69,USC00050454,"BAILEY, CO US",2015,39.4052,-105.4765,-26.7
70,USC00050454,"BAILEY, CO US",2016,39.4052,-105.4765,-27.2
71,USC00050454,"BAILEY, CO US",2017,39.4052,-105.4765,-24.4
72,USC00050454,"BAILEY, CO US",2018,39.4052,-105.4765,-26.1
73,USC00050454,"BAILEY, CO US",2019,39.4052,-105.4765,-23.9
11,USC00050754,"BLACK CANYON OF THE GUNNISON, CO US",2014,38.5547,-107.6872,-18.3
12,USC00050754,"BLACK CANYON OF THE GUNNISON, CO US",2015,38.5547,-107.6872,-22.8
13,USC00050754,"BLACK CANYON OF THE GUNNISON, CO US",2016,38.5547,-107.6872,-22.2
14,USC00050754,"BLACK CANYON OF THE GUNNISON, CO US",2017,38.5547,-107.6872,-25.6
15,USC00050754,"BLACK CANYON OF THE GUNNISON, CO US",2018,38.5547,-107.6872,-16.7
16,USC00050754,"BLACK CANYON OF THE GUNNISON, CO US",2019,38.5547,-107.6872,-20.0
4,USC00050756,"BLACK FOREST 6 WNW, CO US",2014,39.0294,-104.8018,-27.2
5,USC00050756,"BLACK FOREST 6 WNW, CO US",2015,39.0294,-104.8018,-18.9
6,USC00050756,"BLACK FOREST 6 WNW, CO US",2016,39.0294,-104.8018,-22.8
7,USC00050756,"BLACK FOREST 6 WNW, CO US",2017,39.0294,-104.8018,-19.4
8,USC00050756,"BLACK FOREST 6 WNW, CO US",2018,39.0294,-104.8018,-18.9
9,USC00050756,"BLACK FOREST 6 WNW, CO US",2019,39.0294,-104.8018,-21.7
44,USC00050797,"BLUE MESA LAKE, CO US",2014,38.4666,-107.1677,-24.4
45,USC00050797,"BLUE MESA LAKE, CO US",2015,38.4666,-107.1677,-30.0
46,USC00050797,"BLUE MESA LAKE, CO US",2018,38.4666,-107.1677,-24.4
47,USC00050797,"BLUE MESA LAKE, CO US",2019,38.4666,-107.1677,-31.7
27,USC00050825,"BONHAM RESERVOIR, CO US",2014,39.1025,-107.8988,-24.4
28,USC00050825,"BONHAM RESERVOIR, CO US",2015,39.1025,-107.8988,-23.9
30,USC00050825,"BONHAM RESERVOIR, CO US",2019,39.1025,-107.8988,-25.6
112,USC00050848,"BOULDER, CO US",2014,39.9919,-105.2667,-25.6
113,USC00050848,"BOULDER, CO US",2015,39.9919,-105.2667,-18.3
114,USC00050848,"BOULDER, CO US",2016,39.9919,-105.2667,-23.3
116,USC00050848,"BOULDER, CO US",2018,39.9919,-105.2667,-21.1
117,USC00050848,"BOULDER, CO US",2019,39.9919,-105.2667,-22.8
40,USC00050950,"BRIGHTON 3 SE, CO US",2014,39.9436,-104.8361,-30.0
41,USC00050950,"BRIGHTON 3 SE, CO US",2015,39.9436,-104.8361,-25.6
42,USC00050950,"BRIGHTON 3 SE, CO US",2016,39.9436,-104.8361,-31.1
43,USC00050950,"BRIGHTON 3 SE, CO US",2017,39.9436,-104.8361,-28.9
44,USC00050950,"BRIGHTON 3 SE, CO US",2018,39.9436,-104.8361,-21.1
45,USC00050950,"BRIGHTON 3 SE, CO US",2019,39.9436,-104.8361,-25.0
25,USC00051060,"BUCKHORN MOUNTAIN 1 E, CO US",2014,40.6158,-105.2969,-28.9
28,USC00051060,"BUCKHORN MOUNTAIN 1 E, CO US",2018,40.6158,-105.2969,-25.0
86,USC00051071,"BUENA VISTA 2 S, CO US",2014,38.8246,-106.1276,-26.1
87,USC00051071,"BUENA VISTA 2 S, CO US",2015,38.8246,-106.1276,-23.9
88,USC00051071,"BUENA VISTA 2 S, CO US",2016,38.8246,-106.1276,-25.6
89,USC00051071,"BUENA VISTA 2 S, CO US",2017,38.8246,-106.1276,-27.8
90,USC00051071,"BUENA VISTA 2 S, CO US",2018,38.8246,-106.1276,-20.0
91,USC00051071,"BUENA VISTA 2 S, CO US",2019,38.8246,-106.1276,-26.7
44,USC00051186,"CABIN CREEK, CO US",2014,39.6552,-105.7088,-25.0
45,USC00051186,"CABIN CREEK, CO US",2015,39.6552,-105.7088,-22.2
46,USC00051186,"CABIN CREEK, CO US",2016,39.6552,-105.7088,-23.3
47,USC00051186,"CABIN CREEK, CO US",2017,39.6552,-105.7088,-25.0
49,USC00051186,"CABIN CREEK, CO US",2019,39.6552,-105.7088,-23.9
96,USC00051121,"BURLINGTON, CO US",2014,39.3062,-102.26085,-26.1
97,USC00051121,"BURLINGTON, CO US",2015,39.3062,-102.26085,-21.7
98,USC00051121,"BURLINGTON, CO US",2016,39.3062,-102.26085,-23.9
99,USC00051121,"BURLINGTON, CO US",2017,39.3062,-102.26085,-18.9
100,USC00051121,"BURLINGTON, CO US",2018,39.3062,-102.26085,-20.0
101,USC00051121,"BURLINGTON, CO US",2019,39.3062,-102.26085,-22.2
49,USC00051268,"CAMPO 7 S, CO US",2015,37.010290000000005,-102.55367,-18.9
50,USC00051268,"CAMPO 7 S, CO US",2016,37.010290000000005,-102.55367,-15.0
51,USC00051268,"CAMPO 7 S, CO US",2017,37.010290000000005,-102.55367,-12.8
52,USC00051268,"CAMPO 7 S, CO US",2018,37.010290000000005,-102.55367,-17.8
53,USC00051268,"CAMPO 7 S, CO US",2019,37.010290000000005,-102.55367,-15.6
43,USC00050945,"BRIGGSDALE, CO US",2019,40.63439,-104.32856,-28.9
108,USC00051294,"CANON CITY, CO US",2014,38.4599,-105.2255,-27.2
109,USC00051294,"CANON CITY, CO US",2015,38.4599,-105.2255,-19.4
110,USC00051294,"CANON CITY, CO US",2016,38.4599,-105.2255,-28.3
111,USC00051294,"CANON CITY, CO US",2017,38.4599,-105.2255,-21.7
112,USC00051294,"CANON CITY, CO US",2018,38.4599,-105.2255,-18.9
113,USC00051294,"CANON CITY, CO US",2019,38.4599,-105.2255,-22.2
75,USC00051401,"CASTLE ROCK, CO US",2017,39.4105,-104.9058,-21.1
16,USC00051443,"CEDAREDGE 3 E, CO US",2014,38.90435,-107.89125,-16.7
17,USC00051443,"CEDAREDGE 3 E, CO US",2015,38.90435,-107.89125,-18.3
18,USC00051443,"CEDAREDGE 3 E, CO US",2016,38.90435,-107.89125,-17.2
19,USC00051443,"CEDAREDGE 3 E, CO US",2017,38.90435,-107.89125,-19.4
20,USC00051443,"CEDAREDGE 3 E, CO US",2018,38.90435,-107.89125,-15.0
109,USC00051528,"CHEESMAN, CO US",2014,39.2202,-105.2783,-26.7
110,USC00051528,"CHEESMAN, CO US",2015,39.2202,-105.2783,-21.1
111,USC00051528,"CHEESMAN, CO US",2016,39.2202,-105.2783,-22.2
112,USC00051528,"CHEESMAN, CO US",2017,39.2202,-105.2783,-21.7
113,USC00051528,"CHEESMAN, CO US",2018,39.2202,-105.2783,-20.0
21,USC00051539,"CHERAW 1 N, CO US",2014,38.115,-103.51,-25.6
22,USC00051539,"CHERAW 1 N, CO US",2015,38.115,-103.51,-22.2
23,USC00051539,"CHERAW 1 N, CO US",2016,38.115,-103.51,-30.0
24,USC00051539,"CHERAW 1 N, CO US",2017,38.115,-103.51,-28.3
25,USC00051539,"CHERAW 1 N, CO US",2018,38.115,-103.51,-19.4
26,USC00051539,"CHERAW 1 N, CO US",2019,38.115,-103.51,-22.8
55,USC00051609,"CIMARRON, CO US",2015,38.4432,-107.557,-27.8
56,USC00051609,"CIMARRON, CO US",2016,38.4432,-107.557,-33.9
57,USC00051609,"CIMARRON, CO US",2017,38.4432,-107.557,-32.2
58,USC00051609,"CIMARRON, CO US",2018,38.4432,-107.557,-25.0
59,USC00051609,"CIMARRON, CO US",2019,38.4432,-107.557,-31.1
112,USC00051564,"CHEYENNE WELLS 2 NE, CO US",2014,38.85753,-102.3329,-24.4
113,USC00051564,"CHEYENNE WELLS 2 NE, CO US",2015,38.85753,-102.3329,-19.4
114,USC00051564,"CHEYENNE WELLS 2 NE, CO US",2016,38.85753,-102.3329,-23.3
115,USC00051564,"CHEYENNE WELLS 2 NE, CO US",2017,38.85753,-102.3329,-18.3
116,USC00051564,"CHEYENNE WELLS 2 NE, CO US",2018,38.85753,-102.3329,-21.7
30,USC00051681,"COAL CREEK CANYON, CO US",2014,39.8958,-105.3847,-29.4
31,USC00051681,"COAL CREEK CANYON, CO US",2015,39.8958,-105.3847,-25.0
32,USC00051681,"COAL CREEK CANYON, CO US",2016,39.8958,-105.3847,-26.7
33,USC00051681,"COAL CREEK CANYON, CO US",2017,39.8958,-105.3847,-25.0
34,USC00051681,"COAL CREEK CANYON, CO US",2018,39.8958,-105.3847,-24.4
64,USC00051660,"CLIMAX, CO US",2014,39.3671,-106.1898,-26.1
65,USC00051660,"CLIMAX, CO US",2015,39.3671,-106.1898,-27.8
66,USC00051660,"CLIMAX, CO US",2016,39.3671,-106.1898,-26.1
68,USC00051660,"CLIMAX, CO US",2018,39.3671,-106.1898,-29.4
69,USC00051660,"CLIMAX, CO US",2019,39.3671,-106.1898,-30.0
14,USC00051743,"COLLBRAN 1 WSW, CO US",2014,39.2366,-107.9797,-24.4
15,USC00051743,"COLLBRAN 1 WSW, CO US",2015,39.2366,-107.9797,-25.0
16,USC00051743,"COLLBRAN 1 WSW, CO US",2016,39.2366,-107.9797,-25.6
17,USC00051743,"COLLBRAN 1 WSW, CO US",2017,39.2366,-107.9797,-24.4
18,USC00051743,"COLLBRAN 1 WSW, CO US",2018,39.2366,-107.9797,-18.9
19,USC00051743,"COLLBRAN 1 WSW, CO US",2019,39.2366,-107.9797,-22.2
71,USC00051713,"COCHETOPA CREEK, CO US",2014,38.44313,-106.76156,-27.8
73,USC00051713,"COCHETOPA CREEK, CO US",2016,38.44313,-106.76156,-34.4
74,USC00051713,"COCHETOPA CREEK, CO US",2017,38.44313,-106.76156,-33.3
75,USC00051713,"COCHETOPA CREEK, CO US",2018,38.44313,-106.76156,-24.4
76,USC00051713,"COCHETOPA CREEK, CO US",2019,38.44313,-106.76156,-31.1
73,USC00051772,"COLORADO NATIONAL MONUMENT, CO US",2016,39.1013,-108.7338,-15.0
74,USC00051772,"COLORADO NATIONAL MONUMENT, CO US",2017,39.1013,-108.7338,-16.7
76,USC00051772,"COLORADO NATIONAL MONUMENT, CO US",2019,39.1013,-108.7338,-16.7
1,USC00051786,"CUMBRE VISTA COLORADO SPRINGS 10 NE, CO US",2019,38.95,-104.71,-20.0
80,USC00051886,"CORTEZ, CO US",2014,37.3444,-108.595,-17.2
81,USC00051886,"CORTEZ, CO US",2015,37.3444,-108.595,-21.7
82,USC00051886,"CORTEZ, CO US",2016,37.3444,-108.595,-20.0
35,USC00051932,"CRAIG 4 SW, CO US",2014,40.45155,-107.5906,-30.6
36,USC00051932,"CRAIG 4 SW, CO US",2015,40.45155,-107.5906,-31.1
37,USC00051932,"CRAIG 4 SW, CO US",2016,40.45155,-107.5906,-30.0
38,USC00051932,"CRAIG 4 SW, CO US",2017,40.45155,-107.5906,-32.8
39,USC00051932,"CRAIG 4 SW, CO US",2018,40.45155,-107.5906,-23.9
40,USC00051932,"CRAIG 4 SW, CO US",2019,40.45155,-107.5906,-28.9
4,USC00051948,"CREEDE WATER TREATMENT, CO US",2014,37.8255,-106.9319,-30.0
5,USC00051948,"CREEDE WATER TREATMENT, CO US",2015,37.8255,-106.9319,-35.0
6,USC00051948,"CREEDE WATER TREATMENT, CO US",2016,37.8255,-106.9319,-35.6
7,USC00051948,"CREEDE WATER TREATMENT, CO US",2017,37.8255,-106.9319,-37.2
32,USC00051964,"CRESTONE 2 SE, CO US",2014,37.9806,-105.6897,-22.2
33,USC00051964,"CRESTONE 2 SE, CO US",2015,37.9806,-105.6897,-20.0
34,USC00051964,"CRESTONE 2 SE, CO US",2016,37.9806,-105.6897,-23.3
35,USC00051964,"CRESTONE 2 SE, CO US",2017,37.9806,-105.6897,-23.9
36,USC00051964,"CRESTONE 2 SE, CO US",2018,37.9806,-105.6897,-21.1
37,USC00051964,"CRESTONE 2 SE, CO US",2019,37.9806,-105.6897,-23.9
100,USC00051959,"CRESTED BUTTE, CO US",2014,38.8738,-106.9772,-31.7
101,USC00051959,"CRESTED BUTTE, CO US",2015,38.8738,-106.9772,-32.2
102,USC00051959,"CRESTED BUTTE, CO US",2016,38.8738,-106.9772,-35.6
103,USC00051959,"CRESTED BUTTE, CO US",2017,38.8738,-106.9772,-36.1
104,USC00051959,"CRESTED BUTTE, CO US",2018,38.8738,-106.9772,-31.1
105,USC00051959,"CRESTED BUTTE, CO US",2019,38.8738,-106.9772,-35.6
10,USC00051977,"CRIPPLE CREEK 3 NNW, CO US",2015,38.7955,-105.2004,-22.8
11,USC00051977,"CRIPPLE CREEK 3 NNW, CO US",2016,38.7955,-105.2004,-22.8
14,USC00051977,"CRIPPLE CREEK 3 NNW, CO US",2019,38.7955,-105.2004,-21.7
18,USC00051996,"CROOK, CO US",2014,40.86,-102.803,-30.6
19,USC00051996,"CROOK, CO US",2015,40.86,-102.803,-27.8
20,USC00051996,"CROOK, CO US",2016,40.86,-102.803,-26.7
21,USC00051996,"CROOK, CO US",2017,40.86,-102.803,-28.9
22,USC00051996,"CROOK, CO US",2018,40.86,-102.803,-24.4
23,USC00051996,"CROOK, CO US",2019,40.86,-102.803,-25.0
88,USC00052184,"DEL NORTE 3 ENE, CO US",2014,37.69099,-106.30791,-20.6
89,USC00052184,"DEL NORTE 3 ENE, CO US",2015,37.69099,-106.30791,-18.9
90,USC00052184,"DEL NORTE 3 ENE, CO US",2016,37.69099,-106.30791,-20.6
91,USC00052184,"DEL NORTE 3 ENE, CO US",2017,37.69099,-106.30791,-19.4
92,USC00052184,"DEL NORTE 3 ENE, CO US",2018,37.69099,-106.30791,-19.4
93,USC00052184,"DEL NORTE 3 ENE, CO US",2019,37.69099,-106.30791,-26.7
13,USC00052196,"DELTA 3 E, CO US",2014,38.7538,-108.0277,-16.7
15,USC00052196,"DELTA 3 E, CO US",2016,38.7538,-108.0277,-20.6
17,USC00052196,"DELTA 3 E, CO US",2018,38.7538,-108.0277,-14.4
18,USC00052196,"DELTA 3 E, CO US",2019,38.7538,-108.0277,-22.8
18,USC00052223,"DENVER WATER DEPARTMENT, CO US",2015,39.7294,-105.0083,-17.8
19,USC00052223,"DENVER WATER DEPARTMENT, CO US",2016,39.7294,-105.0083,-23.9
20,USC00052223,"DENVER WATER DEPARTMENT, CO US",2017,39.7294,-105.0083,-26.1
21,USC00052223,"DENVER WATER DEPARTMENT, CO US",2018,39.7294,-105.0083,-16.1
22,USC00052223,"DENVER WATER DEPARTMENT, CO US",2019,39.7294,-105.0083,-18.9
3,USC00052228,"DENVER MUSEUM, CO US",2014,39.7489,-104.9425,-23.3
4,USC00052228,"DENVER MUSEUM, CO US",2015,39.7489,-104.9425,-18.3
5,USC00052228,"DENVER MUSEUM, CO US",2016,39.7489,-104.9425,-22.2
48,USC00052286,"DINOSAUR NATIONAL MONUMENT, CO US",2014,40.2441,-108.9726,-25.0
96,USC00052281,"DILLON 1 E, CO US",2014,39.62455,-106.03353,-26.1
97,USC00052281,"DILLON 1 E, CO US",2015,39.62455,-106.03353,-27.2
98,USC00052281,"DILLON 1 E, CO US",2016,39.62455,-106.03353,-27.8
99,USC00052281,"DILLON 1 E, CO US",2017,39.62455,-106.03353,-27.8
100,USC00052281,"DILLON 1 E, CO US",2018,39.62455,-106.03353,-26.7
101,USC00052281,"DILLON 1 E, CO US",2019,39.62455,-106.03353,-27.8
3,USC00052294,"DIVIDE 4 NW, CO US",2014,38.9608,-105.2158,-26.1
4,USC00052294,"DIVIDE 4 NW, CO US",2015,38.9608,-105.2158,-23.9
5,USC00052294,"DIVIDE 4 NW, CO US",2016,38.9608,-105.2158,-23.3
6,USC00052294,"DIVIDE 4 NW, CO US",2017,38.9608,-105.2158,-23.3
7,USC00052294,"DIVIDE 4 NW, CO US",2018,38.9608,-105.2158,-19.4
8,USC00052294,"DIVIDE 4 NW, CO US",2019,38.9608,-105.2158,-23.3
21,USC00052441,"DURANGO, CO US",2014,37.2911,-107.8563,-16.7
88,USC00052446,"EADS, CO US",2014,38.4759,-102.777,-25.6
89,USC00052446,"EADS, CO US",2015,38.4759,-102.777,-24.4
90,USC00052446,"EADS, CO US",2016,38.4759,-102.777,-28.9
91,USC00052446,"EADS, CO US",2017,38.4759,-102.777,-23.9
92,USC00052446,"EADS, CO US",2018,38.4759,-102.777,-21.7
56,USC00052494,"EASTONVILLE 2 NNW, CO US",2014,39.1091,-104.5997,-30.0
60,USC00052494,"EASTONVILLE 2 NNW, CO US",2018,39.1091,-104.5997,-25.6
61,USC00052494,"EASTONVILLE 2 NNW, CO US",2019,39.1091,-104.5997,-24.4
3,USC00052668,"ELLICOTT 7 S, CO US",2014,38.7402,-104.3994,-26.7
5,USC00052668,"ELLICOTT 7 S, CO US",2016,38.7402,-104.3994,-28.9
6,USC00052668,"ELLICOTT 7 S, CO US",2017,38.7402,-104.3994,-23.3
7,USC00052668,"ELLICOTT 7 S, CO US",2018,38.7402,-104.3994,-19.4
8,USC00052668,"ELLICOTT 7 S, CO US",2019,38.7402,-104.3994,-20.6
13,USC00052761,"ESTES PARK 3 SSE, CO US",2014,40.34875,-105.52,-29.4
14,USC00052761,"ESTES PARK 3 SSE, CO US",2015,40.34875,-105.52,-25.6
15,USC00052761,"ESTES PARK 3 SSE, CO US",2016,40.34875,-105.52,-25.6
16,USC00052761,"ESTES PARK 3 SSE, CO US",2017,40.34875,-105.52,-28.3
17,USC00052761,"ESTES PARK 3 SSE, CO US",2018,40.34875,-105.52,-22.2
18,USC00052761,"ESTES PARK 3 SSE, CO US",2019,40.34875,-105.52,-26.1
49,USC00052790,"EVERGREEN, CO US",2014,39.638000000000005,-105.315,-28.9
50,USC00052790,"EVERGREEN, CO US",2015,39.638000000000005,-105.315,-23.3
51,USC00052790,"EVERGREEN, CO US",2016,39.638000000000005,-105.315,-24.4
52,USC00052790,"EVERGREEN, CO US",2017,39.638000000000005,-105.315,-24.4
53,USC00052790,"EVERGREEN, CO US",2018,39.638000000000005,-105.315,-22.8
54,USC00052790,"EVERGREEN, CO US",2019,39.638000000000005,-105.315,-23.3
11,USC00052816,"FAIRPLAY S PARK RD, CO US",2014,39.2219,-105.9936,-27.2
12,USC00052816,"FAIRPLAY S PARK RD, CO US",2015,39.2219,-105.9936,-28.9
68,USC00052932,"FLAGLER 1 S, CO US",2014,39.28135,-103.06206999999999,-29.4
